name,sex,total,d1950,d1960,d1970,d1980
Anya,F,2116,34,232,522,1328
Apolinar,M,518,136,96,119,167
Apollo,M,419,0,21,135,263
Apollonia,F,206,0,0,0,206
Apolonio,M,597,148,135,162,152
April,F,191378,10176,28306,76946,75950
April,M,601,9,75,240,277
Aprile,F,461,67,125,174,95
Aprill,F,369,5,87,161,116
Aprille,F,441,43,77,184,137
Apryl,F,2005,146,324,670,865
Aquanetta,F,202,52,47,84,19
Aqueelah,F,264,0,0,114,150
Aquila,F,355,6,12,143,194
Aquila,M,22,0,0,11,11
Aquilla,F,456,97,84,106,169
Aquilla,M,23,0,7,16,0
Ara,F,642,105,119,190,228
Ara,M,586,34,135,242,175
Arabella,F,238,72,69,52,45
Araceli,F,6866,216,747,2673,3230
Araceli,M,108,0,5,32,71
Aracelia,F,350,70,103,105,72
Aracelis,F,673,60,186,220,207
Aracely,F,2164,29,185,794,1156
Aracely,M,5,0,0,5,0
Aram,M,833,91,158,258,326
Aramis,F,70,0,0,0,70
Aramis,M,409,0,5,108,296
Aran,F,19,0,0,14,5
Aran,M,221,0,9,117,95
Araseli,F,595,0,27,251,317
Arash,M,462,0,0,129,333
Arcadio,M,528,115,138,144,131
Arcelia,F,877,174,160,291,252
Arch,M,378,176,119,78,5
Archer,M,270,121,83,49,17
Archibald,M,452,180,107,81,84
Archie,F,158,108,39,11,0
Archie,M,12761,5490,3555,2340,1376
Ardelia,F,291,142,82,41,26
Ardell,F,337,240,87,10,0
Ardell,M,680,278,146,159,97
Ardella,F,528,295,144,52,37
Arden,F,682,236,186,94,166
Arden,M,1490,688,402,224,176
Ardie,F,55,45,5,5,0
Ardie,M,205,96,60,49,0
Ardis,F,915,591,216,84,24
Ardis,M,373,168,84,71,50
Ardith,F,909,578,216,98,17
Ardith,M,5,5,0,0,0
Areli,F,350,0,10,76,264
Areli,M,7,0,0,0,7
Arelis,F,381,0,27,138,216
Arely,F,290,0,0,49,241
Aren,F,142,13,9,62,58
Aren,M,329,0,0,114,215
Aretha,F,4173,355,2008,1442,368
Aretta,F,261,130,93,33,5
Argelia,F,412,44,73,158,137
Ari,F,253,0,17,88,148
Ari,M,3015,22,467,1259,1267
Aria,F,765,38,30,181,516
Aria,M,62,0,0,0,62
Ariadne,F,233,0,70,63,100
Arian,F,329,0,5,121,203
Arian,M,470,0,0,169,301
Ariana,F,5632,5,154,788,4685
Ariana,M,47,0,0,0,47
Ariane,F,1754,52,176,487,1039
Ariane,M,5,0,0,0,5
Arianna,F,2230,0,97,300,1833
Arianne,F,1572,10,105,511,946
Aric,F,5,0,0,5,0
Aric,M,3809,79,376,1965,1389
Arica,F,1340,0,28,513,799
Arick,M,373,0,55,138,180
Aricka,F,225,0,0,100,125
Arie,F,509,147,79,122,161
Arie,M,490,80,98,136,176
Ariel,F,7272,63,139,717,6353
Ariel,M,5026,125,445,1479,2977
Ariela,F,203,0,0,35,168
Ariella,F,610,0,13,145,452
Arielle,F,4286,0,21,222,4043
Arielle,M,28,0,0,0,28
Aries,F,166,0,0,60,106
Aries,M,200,0,0,103,97
Arif,M,224,0,15,72,137
Arik,M,624,0,44,250,330
Arika,F,845,0,16,279,550
Arin,F,921,0,6,342,573
Arin,M,461,0,36,178,247
Arion,F,65,0,0,0,65
Arion,M,215,6,6,64,139
Aris,F,254,28,19,64,143
Aris,M,562,74,92,135,261
Aristeo,M,260,36,48,80,96
Aristides,M,261,23,66,70,102
Arjun,M,291,0,12,34,245
Arla,F,825,397,242,111,75
Arlan,M,1117,517,309,169,122
Arlana,F,352,79,79,111,83
Arland,F,5,5,0,0,0
Arland,M,443,183,129,65,66
Arlando,M,317,10,35,144,128
Arlean,F,422,247,140,24,11
Arleen,F,4629,2182,1812,331,304
Arlen,F,88,17,7,16,48
Arlen,M,2541,1220,602,347,372
Arlena,F,872,211,234,225,202
Arlene,F,40210,20652,11234,4654,3670
Arlene,M,70,32,25,0,13
Arleta,F,268,140,90,21,17
Arletha,F,827,288,318,160,61
Arletta,F,681,318,222,105,36
Arlette,F,1200,382,399,199,220
Arley,F,108,0,0,0,108
Arley,M,579,217,136,92,134
Arlie,F,167,76,10,6,75
Arlie,M,1377,611,396,231,139
Arlin,F,97,0,0,10,87
Arlin,M,1199,502,342,200,155
Arlinda,F,1075,395,251,304,125
Arline,F,1391,709,414,136,132
Arlington,M,321,114,73,67,67
Arlis,F,156,127,29,0,0
Arlis,M,455,194,126,79,56
Arlisa,F,396,21,182,123,70
Arlo,M,1046,282,134,376,254
Arlon,M,453,205,129,61,58
Arlyn,F,422,115,85,93,129
Arlyn,M,764,356,193,164,51
Arlys,F,206,174,32,0,0
Arman,M,376,17,28,94,237
Armand,M,3852,1379,910,725,838
Armanda,F,676,105,128,196,247
Armandina,F,445,163,130,102,50
Armando,F,256,32,42,85,97
Armando,M,31095,5759,6308,8606,10422
Armen,M,645,118,127,136,264
Armida,F,1306,451,347,305,203
Armin,M,553,126,126,164,137
Arminda,F,654,131,135,182,206
Armon,M,643,117,97,174,255
Armond,M,1280,310,220,321,429
Armondo,M,637,102,88,229,218
Arnaldo,M,1177,151,238,304,484
Arne,M,1124,496,367,170,91
Arnel,F,22,0,22,0,0
Arnel,M,312,15,66,116,115
Arnell,F,280,115,118,33,14
Arnell,M,665,135,184,181,165
Arnetha,F,242,111,105,15,11
Arnett,F,48,27,21,0,0
Arnett,M,493,223,120,98,52
Arnetta,F,1689,630,620,278,161
Arnette,F,615,267,243,74,31
Arnette,M,28,23,5,0,0
Arnie,F,16,16,0,0,0
Arnie,M,962,331,378,154,99
Arnita,F,1343,514,478,238,113
Arno,M,377,154,134,71,18
Arnold,F,126,57,51,18,0
Arnold,M,28963,13196,9501,3688,2578
Arnoldo,M,2335,433,587,650,665
Arnulfo,M,2927,673,611,783,860
Aron,F,260,0,0,111,149
Aron,M,6569,603,836,2456,2674
Arrie,F,217,90,36,47,44
Arrie,M,80,40,10,18,12
Arron,F,126,0,0,57,69
Arron,M,4177,155,501,1488,2033
Arsenio,M,1092,85,106,120,781
Art,M,2540,875,1123,304,238
Artemio,M,970,144,168,288,370
Artemus,M,326,27,93,135,71
Arther,M,753,394,172,113,74
Arthur,F,960,312,288,203,157
Arthur,M,144232,65716,39622,22100,16794
Arthuro,M,211,42,42,45,82
Artie,F,539,325,134,57,23
Artie,M,1863,762,571,318,212
Artina,F,260,16,76,98,70
Artis,F,256,154,78,19,5
Artis,M,2338,891,577,480,390
Artisha,F,293,0,0,113,180
Arturo,F,146,5,19,49,73
Arturo,M,22914,4209,4688,6233,7784
Arun,M,440,0,28,177,235
Arvel,M,383,158,127,84,14
Arvella,F,263,123,106,34,0
Arvid,M,485,287,114,70,14
Arvil,M,483,251,150,71,11
Arvin,M,1294,448,295,306,245
Arvis,F,77,54,23,0,0
Arvis,M,202,84,68,32,18
Arwen,F,393,0,10,213,170
Aryeh,M,570,5,63,182,320
Aryn,F,619,0,0,173,446
Aryn,M,66,0,0,17,49
Asa,F,303,10,69,86,138
Asa,M,2910,438,412,670,1390
Asad,M,201,0,0,37,164
Ascencion,M,235,65,53,47,70
Asha,F,1867,0,72,566,1229
Asha,M,14,0,0,0,14
Ashanta,F,276,0,0,92,184
Ashanta,M,6,0,0,6,0
Ashante,F,328,0,0,81,247
Ashante,M,60,0,0,29,31
Ashanti,F,1432,0,0,448,984
Ashanti,M,370,0,0,220,150
Ashby,F,116,0,5,24,87
Ashby,M,345,96,79,72,98
Asheley,F,441,0,0,76,365
Ashely,F,3110,0,0,99,3011
Ashely,M,70,0,0,25,45
Asher,F,42,0,0,8,34
Asher,M,1323,100,121,315,787
Ashia,F,709,0,5,216,488
Ashish,M,433,0,7,201,225
Ashle,F,223,0,0,0,223
Ashlea,F,1697,0,15,215,1467
Ashlee,F,17164,0,52,1262,15850
Ashlee,M,130,0,0,10,120
Ashlei,F,867,0,0,57,810
Ashleigh,F,10783,0,53,846,9884
Ashleigh,M,61,0,0,0,61
Ashley,F,376025,221,2566,21053,352185
Ashley,M,11391,659,1299,4219,5214
Ashli,F,2648,0,0,457,2191
Ashlie,F,4761,0,42,611,4108
Ashlie,M,5,0,0,0,5
Ashly,F,3720,0,30,240,3450
Ashly,M,97,0,5,15,77
Ashlyn,F,1710,0,94,149,1467
Ashlynn,F,512,0,8,9,495
Ashraf,M,311,0,5,106,200
Ashton,F,3624,0,0,14,3610
Ashton,M,2786,158,145,323,2160
Asia,F,4631,13,88,838,3692
Asia,M,79,0,0,23,56
Asif,M,246,0,0,63,183
Asim,M,293,0,6,127,160
Askia,M,211,0,6,124,81
Asley,F,335,0,0,0,335
Asma,F,343,0,0,86,257
Aspen,F,602,0,0,135,467
Assunta,F,291,48,98,116,29
Astra,F,221,5,19,118,79
Astrid,F,1429,170,337,347,575
Asusena,F,231,0,0,83,148
Asya,F,286,0,0,64,222
Athanasia,F,228,0,28,101,99
Athanasios,M,557,6,69,287,195
Athena,F,7855,786,1517,2588,2964
Athina,F,289,5,16,114,154
Athony,M,487,44,128,148,167
Atiba,F,5,0,0,5,0
Atiba,M,272,0,0,179,93
Atiya,F,678,0,0,292,386
Atlee,F,5,0,0,0,5
Atlee,M,322,72,67,71,112
Attila,M,301,24,134,95,48
Aubree,F,1223,0,0,252,971
Aubrey,F,9064,92,115,2055,6802
Aubrey,M,9483,3370,2271,1842,2000
Aubri,F,326,0,0,89,237
Aubrie,F,902,0,0,145,757
Aubry,F,392,0,0,73,319
Aubry,M,372,130,89,76,77
Audelia,F,214,81,35,36,62
Audery,F,232,95,107,25,5
Audie,F,174,100,45,17,12
Audie,M,2458,1191,632,402,233
Audra,F,15505,230,4076,6155,5044
Audra,M,52,0,16,26,10
Audrea,F,1389,101,304,503,481
Audree,F,318,100,50,52,116
Audrey,F,65138,22225,17868,10377,14668
Audrey,M,753,273,194,157,129
Audria,F,508,39,114,182,173
Audriana,F,240,0,0,0,240
Audrianna,F,281,0,0,0,281
Audrie,F,631,103,92,165,271
Audry,F,1038,272,310,193,263
Audry,M,53,42,11,0,0
Audwin,M,329,103,119,76,31
Augie,M,296,140,109,41,6
August,F,696,6,86,289,315
August,M,5272,1841,1234,1044,1153
Augusta,F,1464,488,283,372,321
Augusta,M,528,226,156,88,58
Augustin,M,1248,279,258,372,339
Augustina,F,639,151,133,172,183
Augustine,F,737,393,176,105,63
Augustine,M,3747,1009,902,930,906
Augusto,M,676,112,188,181,195
Augustus,M,2496,855,601,509,531
Aundra,F,336,79,124,100,33
Aundra,M,707,124,260,181,142
Aundre,M,550,28,128,192,202
Aundrea,F,1988,79,372,738,799
Aundrea,M,170,17,49,78,26
Aundrey,F,5,0,5,0,0
Aundrey,M,205,0,50,106,49
Aundria,F,432,31,92,176,133
Aura,F,968,106,148,343,371
Aurea,F,549,111,160,151,127
Aurelia,F,2457,766,527,591,573
Aureliano,M,200,32,27,46,95
Aurelio,F,6,0,0,0,6
Aurelio,M,2567,512,523,767,765
Aurora,F,7377,1780,1615,1755,2227
Aurora,M,5,0,0,0,5
Austen,F,99,0,0,0,99
Austen,M,929,5,5,68,851
Austin,F,929,0,0,80,849
Austin,M,40387,2208,2031,4841,31307
Auston,M,361,26,11,25,299
Auther,M,436,239,109,61,27
Author,M,490,286,122,54,28
Authur,M,822,410,175,126,111
Autry,F,10,10,0,0,0
Autry,M,364,139,111,55,59
Autum,F,758,0,0,244,514
Autumn,F,22566,412,974,7355,13825
Autumn,M,120,0,0,54,66
Ava,F,9314,4237,2342,1319,1416
Ave,F,304,121,83,55,45
Avelina,F,324,95,62,71,96
Avelino,M,398,95,97,104,102
Avery,F,1587,149,168,318,952
Avery,M,7923,1265,1807,1973,2878
Avi,F,10,0,0,5,5
Avi,M,753,49,80,270,354
Avia,F,274,24,43,66,141
Avid,M,221,0,29,71,121
Avis,F,4642,2198,1504,593,347
Avis,M,312,33,84,95,100
Aviva,F,1068,132,188,310,438
Avon,F,248,158,58,20,12
Avon,M,485,199,111,87,88
Avraham,M,657,18,57,166,416
Avram,M,346,64,64,104,114
Avril,F,418,50,92,155,121
Avrohom,M,616,21,65,193,337
Awilda,F,1578,487,615,351,125
Axel,M,921,85,168,222,446
Aya,F,248,0,0,65,183
Ayana,F,1923,0,0,1016,907
Ayana,M,5,0,0,0,5
Ayanna,F,2413,0,0,1547,866
Ayesha,F,2192,6,126,846,1214
Ayisha,F,446,0,10,177,259
Ayla,F,1079,0,6,15,1058
Aysha,F,452,0,6,134,312
Azalea,F,421,81,43,135,162
Azalia,F,453,111,45,122,175
Aziz,M,251,0,0,63,188
Aziza,F,425,0,0,145,280
Azucena,F,755,18,62,258,417
Azure,F,574,0,0,344,230
Babak,M,233,0,12,77,144
Babara,F,242,104,102,25,11
Babette,F,2276,728,1172,280,96
Babette,M,5,0,5,0,0
Baby,F,1099,48,15,169,867
Baby,M,1282,25,0,215,1042
Babyboy,M,272,0,0,0,272
Babygirl,F,259,0,0,5,254
Baila,F,297,19,18,65,195
Bailee,F,265,0,0,0,265
Bailey,F,4115,5,0,28,4082
Bailey,M,1130,287,197,169,477
Bakari,M,368,0,0,158,210
Baldemar,M,1047,274,246,250,277
Baldomero,M,461,139,64,121,137
Balinda,F,627,157,237,163,70
Ballard,M,228,129,69,24,6
Baltazar,M,849,154,157,225,313
Bambi,F,4970,1275,1294,1356,1045
Bambie,F,227,37,68,62,60
Banjamin,M,205,0,0,43,162
Bao,F,300,0,0,6,294
Bao,M,273,0,0,37,236
Barak,M,360,10,63,136,151
Barb,F,3646,1460,2140,46,0
Barbar,F,233,109,94,25,5
Barbara,F,566871,345722,159773,42237,19139
Barbara,M,1471,693,503,162,113
Barbaraann,F,328,121,131,55,21
Barbette,F,304,88,191,25,0
Barbi,F,586,72,176,246,92
Barbie,F,3067,338,1346,868,515
Barbra,F,5185,1665,1890,1116,514
Barclay,F,24,0,9,15,0
Barclay,M,508,131,115,147,115
Bari,F,1323,308,507,256,252
Bari,M,111,46,29,31,5
Barnaby,M,270,25,48,123,74
Barnard,M,404,109,178,79,38
Barnett,M,370,172,103,44,51
Barney,F,22,12,10,0,0
Barney,M,5455,2672,1598,755,430
Baron,M,2850,495,933,735,687
Barret,M,561,0,68,185,308
Barrett,F,186,0,11,67,108
Barrett,M,5031,574,877,1412,2168
Barri,F,448,74,248,86,40
Barri,M,47,22,13,0,12
Barrie,F,1255,233,676,193,153
Barrie,M,598,240,197,96,65
Barrington,M,564,75,108,119,262
Barron,M,2246,464,759,564,459
Barry,F,589,196,205,105,83
Barry,M,129201,54812,47221,17246,9922
Bart,F,5,0,5,0,0
Bart,M,13657,3295,6126,2973,1263
Barth,M,334,155,156,23,0
Bartholomew,M,2039,437,447,597,558
Bartlett,M,269,85,93,43,48
Bartley,M,1103,252,399,293,159
Bartolo,M,300,81,84,68,67
Barton,M,5367,1783,1878,1015,691
Baruch,M,474,72,79,110,213
Bary,M,238,97,100,29,12
Basil,M,3112,1090,873,577,572
Basilio,M,765,192,191,196,186
Bathsheba,F,292,76,43,97,76
Baxter,M,788,286,205,125,172
Bayard,M,240,103,66,35,36
Baylee,F,209,0,0,0,209
Bea,F,372,169,162,27,14
Beata,F,399,27,84,176,112
Beatrice,F,23229,10745,6461,3266,2757
Beatrice,M,37,23,6,0,8
Beatris,F,553,52,73,171,257
Beatriz,F,7311,795,1452,2078,2986
Beatriz,M,40,0,6,6,28
Beau,F,98,0,0,12,86
Beau,M,10914,123,472,3145,7174
Bebe,F,295,211,66,13,5
Becca,F,570,44,121,199,206
Beckey,F,488,171,192,96,29
Becki,F,2340,512,914,614,300
Beckie,F,2201,867,803,367,164
Becky,F,74676,24837,29601,14309,5929
Becky,M,139,33,57,42,7
Bedford,M,248,122,82,24,20
Bee,F,78,21,0,5,52
Bee,M,285,6,0,13,266
Bejamin,M,296,0,21,77,198
Belen,F,1962,296,326,491,849
Belen,M,8,0,0,0,8
Belia,F,863,331,246,185,101
Belinda,F,61721,20941,22944,12488,5348
Belinda,M,144,29,59,27,29
Belita,F,267,151,80,28,8
Bella,F,963,305,227,236,195
Belle,F,942,398,261,171,112
Belton,M,295,142,96,33,24
Belva,F,1221,766,307,113,35
Belynda,F,680,141,248,192,99
Ben,F,110,31,31,29,19
Ben,M,25991,7765,7918,5805,4503
Benard,M,657,261,210,110,76
Benedetto,M,267,40,93,86,48
Benedict,M,2520,830,708,452,530
Benetta,F,290,95,90,83,22
Benigno,M,734,147,173,199,215
Benita,F,9329,2889,3720,1771,949
Benito,F,21,5,0,5,11
Benito,M,5883,1317,1383,1602,1581
Benjaman,M,713,157,86,220,250
Benjamen,M,1658,161,154,567,776
Benjamin,F,1487,95,144,450,798
Benjamin,M,272140,23833,25609,81332,141366
Benjamine,M,697,107,139,202,249
Benji,F,47,6,5,36,0
Benji,M,937,64,150,566,157
Benjie,F,31,25,6,0,0
Benjie,M,838,203,306,283,46
Benjiman,M,1188,242,196,372,378
Benjy,M,306,66,87,153,0
Benn,M,211,46,25,63,77
Bennet,M,364,138,109,27,90
Bennett,F,26,6,0,0,20
Bennett,M,5837,1841,1626,797,1573
Bennie,F,1585,1018,354,146,67
Bennie,M,16087,7182,4582,2634,1689
Benny,F,209,85,69,36,19
Benny,M,20117,8805,5655,3316,2341
Benson,M,1941,460,432,509,540
Bentley,F,34,0,0,0,34
Bentley,M,1042,195,401,189,257
Benton,M,2416,593,590,516,717
Benuel,M,234,15,48,69,102
Benzion,M,305,17,17,104,167
Berenice,F,1109,78,61,182,788
Berit,F,206,16,64,47,79
Berkeley,F,87,0,0,18,69
Berkeley,M,200,68,56,46,30
Berkley,F,106,5,0,18,83
Berkley,M,468,174,123,99,72
Berlin,F,48,0,0,0,48
Berlin,M,333,117,97,62,57
Berlinda,F,828,298,301,146,83
Berna,F,408,248,124,31,5
Bernabe,M,690,123,149,175,243
Bernadette,F,30578,10701,10719,5887,3271
Bernadette,M,60,0,35,20,5
Bernadine,F,5217,2776,1794,477,170
Bernard,F,367,105,123,83,56
Bernard,M,58969,25887,17475,9100,6507
Bernardine,F,569,333,187,49,0
Bernardino,M,724,141,168,201,214
Bernardo,M,3813,600,774,1072,1367
Bernell,F,138,85,53,0,0
Bernell,M,652,245,166,127,114
Bernetta,F,1140,473,365,230,72
Bernette,F,365,158,139,68,0
Bernhard,M,477,179,188,72,38
Bernice,F,20890,10829,6047,2525,1489
Bernice,M,407,215,124,62,6
Bernie,F,510,304,178,28,0
Bernie,M,3976,1505,1468,663,340
Berniece,F,437,299,87,41,10
Bernita,F,2066,871,700,322,173
Beronica,F,691,0,43,305,343
Berry,F,139,58,30,40,11
Berry,M,2480,795,807,525,353
Bert,F,53,48,5,0,0
Bert,M,9056,3748,2920,1636,752
Berta,F,1915,744,524,377,270
Bertha,F,21493,11251,5838,2717,1687
Bertha,M,68,42,21,0,5
Bertie,F,630,418,147,60,5
Bertie,M,43,23,15,5,0
Bertina,F,705,147,203,244,111
Berton,M,493,194,147,100,52
Bertram,M,1997,736,625,402,234
Bertrand,M,1141,403,335,249,154
Beryl,F,1758,1128,416,109,105
Beryl,M,326,166,119,25,16
Bess,F,972,257,219,203,293
Bessie,F,10490,5942,2592,1207,749
Bessie,M,5,5,0,0,0
Beth,F,136604,33987,58384,28860,15373
Beth,M,325,54,135,86,50
Bethaney,F,264,0,15,77,172
Bethani,F,355,0,18,102,235
Bethanie,F,1544,40,184,452,868
Bethann,F,2450,238,961,718,533
Bethanne,F,1088,121,401,338,228
Bethany,F,46832,1514,3807,12180,29331
Bethany,M,134,0,0,30,104
Bethel,F,711,250,224,130,107
Bethel,M,150,95,33,17,5
Betina,F,894,72,296,312,214
Betsaida,F,200,0,24,99,77
Betsey,F,1138,393,289,279,177
Betsy,F,28639,10561,8558,5461,4059
Betsy,M,5,0,5,0,0
Bette,F,4608,3438,890,181,99
Betti,F,388,214,115,49,10
Bettie,F,4642,3176,969,322,175
Bettie,M,5,5,0,0,0
Bettina,F,4655,909,1641,1115,990
Betty,F,158472,103204,38397,11708,5163
Betty,M,574,311,172,62,29
Bettyann,F,466,242,164,43,17
Bettye,F,3533,2803,527,132,71
Bettyjo,F,443,95,152,149,47
Betzaida,F,489,7,117,220,145
Beulah,F,2906,1780,671,286,169
Bev,F,875,379,480,16,0
Bevan,F,27,0,0,0,27
Bevan,M,302,48,40,116,98
Beverlee,F,823,496,159,88,80
Beverley,F,3768,2390,996,274,108
Beverley,M,27,11,16,0,0
Beverly,F,161098,97790,45238,12695,5375
Beverly,M,936,537,250,100,49
Beverlyn,F,382,237,122,16,7
Bevin,F,667,0,33,327,307
Bevin,M,72,31,19,16,6
Biagio,M,257,29,85,79,64
Bianca,F,16387,324,560,3041,12462
Bianca,M,99,0,0,7,92
Bianka,F,236,0,0,33,203
Bibiana,F,264,37,42,83,102
Bienvenido,M,363,19,115,128,101
Biff,M,248,132,62,47,7
Bijan,M,285,0,6,21,258
Bilal,M,807,0,18,236,553
Bill,F,108,32,52,19,5
Bill,M,56030,23877,25132,5206,1815
Billee,F,206,85,72,32,17
Billi,F,1392,149,280,643,320
Billie,F,33589,11638,7665,9976,4310
Billie,M,5815,2183,1678,1203,751
Billiejo,F,1342,19,264,775,284
Billy,F,2041,483,488,710,360
Billy,M,161616,59277,48472,33217,20650
Billye,F,585,316,118,97,54
Billye,M,11,6,5,0,0
Billyjoe,M,313,0,29,120,164
Bina,F,261,49,38,76,98
Binh,F,33,0,0,0,33
Binh,M,251,0,0,44,207
Birdie,F,729,433,187,82,27
Birgit,F,269,33,183,48,5
Bishop,M,475,173,104,96,102
Bj,F,5,0,0,0,5
Bj,M,414,0,11,150,253
Bjorn,M,1168,28,145,397,598
Blain,M,1023,183,299,242,299
Blaine,F,415,21,43,56,295
Blaine,M,12977,3102,3602,2604,3669
Blair,F,5438,249,369,414,4406
Blair,M,8485,2250,2364,1689,2182
Blaire,F,913,11,34,75,793
Blaire,M,18,0,5,0,13
Blaise,F,56,0,0,0,56
Blaise,M,1653,399,436,281,537
Blake,F,1071,11,86,227,747
Blake,M,38156,2594,4721,5443,25398
Blakely,F,271,0,5,60,206
Blakely,M,419,17,66,94,242
Blanca,F,14234,2574,2891,4204,4565
Blanca,M,94,5,10,9,70
Blanch,F,407,271,108,17,11
Blanche,F,4459,2652,1187,394,226
Blane,M,2122,754,654,249,465
Blas,M,1081,246,231,303,301
Blase,M,262,110,83,11,58
Blayne,F,77,0,0,0,77
Blayne,M,802,88,138,171,405
Blaze,F,23,0,0,0,23
Blaze,M,496,60,57,96,283
Blenda,F,607,331,145,114,17
Blima,F,295,18,14,108,155
Blinda,F,200,116,61,23,0
Bliss,F,430,29,68,108,225
Bliss,M,11,11,0,0,0
Blondell,F,396,273,118,5,0
Blossom,F,471,132,87,147,105
Blythe,F,1726,218,238,583,687
Blythe,M,20,10,5,5,0
Bo,F,194,0,0,10,184
Bo,M,2832,140,258,566,1868
Bob,F,66,30,31,5,0
Bob,M,29425,12902,13789,1983,751
Bobbette,F,451,167,195,89,0
Bobbi,F,19139,2625,4878,6863,4773
Bobbi,M,64,0,0,52,12
Bobbie,F,38595,12685,8981,10576,6353
Bobbie,M,4798,1718,1473,951,656
Bobbiejo,F,897,0,87,538,272
Bobbijo,F,1027,0,152,505,370
Bobby,F,4080,1218,1021,1161,680
Bobby,M,150773,53281,46390,29077,22025
Bobbye,F,652,373,132,96,51
Bobbye,M,5,0,0,0,5
Bobette,F,878,429,346,103,0
Bobi,F,540,49,111,195,185
Bodie,M,295,19,62,107,107
Boe,M,265,0,0,99,166
Bohdan,M,396,218,117,39,22
Boni,F,313,148,99,44,22
Bonifacio,M,584,164,125,164,131
Bonita,F,21266,12076,6587,1718,885
Bonita,M,12,6,6,0,0
Bonna,F,265,160,89,11,5
Bonney,F,281,144,75,21,41
Bonni,F,1114,361,423,195,135
Bonnie,F,156873,83013,45088,16673,12099
Bonnie,M,1027,492,280,141,114
Bonnita,F,419,193,154,72,0
Bonny,F,4212,1958,1195,574,485
Bonny,M,83,57,19,7,0
Booker,M,2521,1187,614,425,295
Boone,M,364,14,23,102,225
Boris,M,1766,287,597,481,401
Bowen,M,383,54,65,93,171
Boyce,F,5,5,0,0,0
Boyce,M,1609,707,481,252,169
Boyd,M,9064,3713,3132,1477,742
Bracha,F,315,6,6,83,220
Brad,F,233,5,44,120,64
Brad,M,74008,16461,21351,22617,13579
Bradd,M,586,118,188,199,81
Braden,F,20,0,0,6,14
Braden,M,3584,156,271,814,2343
Bradford,F,39,5,11,18,5
Bradford,M,22942,6693,5794,5710,4745
Bradi,F,214,0,0,82,132
Bradlee,M,963,71,114,241,537
Bradley,F,921,55,145,293,428
Bradley,M,206267,29507,48730,58678,69352
Bradly,F,5,0,0,0,5
Bradly,M,5470,567,1163,1629,2111
Bradon,M,423,0,0,91,332
Brady,F,552,6,33,174,339
Brady,M,14984,1386,1675,4566,7357
Brain,F,10,0,0,5,5
Brain,M,3951,82,705,1633,1531
Bram,M,239,11,26,103,99
Branda,F,821,99,192,272,258
Brandalyn,F,361,0,6,153,202
Brandan,F,96,0,0,33,63
Brandan,M,1973,27,84,404,1458
Brande,F,993,0,39,652,302
Brandee,F,3876,0,171,1913,1792
Branden,F,285,0,0,83,202
Branden,M,9309,5,152,1737,7415
Brandi,F,73505,72,1465,29078,42890
Brandi,M,331,0,0,131,200
Brandice,F,822,0,0,280,542
Brandie,F,12244,15,327,5422,6480
Brandie,M,29,0,0,16,13
Brandilyn,F,430,0,0,168,262
Brandin,F,132,0,0,42,90
Brandin,M,1000,0,0,137,863
Brandis,F,562,0,0,80,482
Brandis,M,32,0,0,0,32
Brando,M,283,12,0,83,188
Brandon,F,3015,32,93,791,2099
Brandon,M,302704,1175,4276,65047,232206
Brandt,F,38,0,0,0,38
Brandt,M,2320,230,401,715,974
Brandy,F,86041,202,1242,40070,44527
Brandy,M,1571,44,169,783,575
Brandye,F,445,0,20,262,163
Brandyn,F,340,0,6,164,170
Brandyn,M,1035,0,7,142,886
Brannon,F,89,0,0,34,55
Brannon,M,2193,43,182,915,1053
Branson,M,532,48,46,132,306
Brant,F,10,0,0,5,5
Brant,M,5463,602,1037,2034,1790
Brantley,F,86,0,0,30,56
Brantley,M,1055,141,177,269,468
Branton,M,220,0,27,71,122
Braulio,M,898,85,98,276,439
Braxton,M,1469,166,166,265,872
Brayden,M,368,0,0,50,318
Brea,F,992,0,0,383,609
Breana,F,1280,0,0,150,1130
Breann,F,1652,0,0,157,1495
Breanna,F,7879,0,5,486,7388
Breanna,M,11,0,0,0,11
Breanne,F,4176,0,0,482,3694
Breck,F,146,0,0,49,97
Breck,M,933,219,314,209,191
Bree,F,2943,0,0,1510,1433
Bree,M,17,0,0,17,0
Breeann,F,448,0,0,48,400
Breeanna,F,342,0,0,21,321
Breena,F,239,6,23,55,155
Breezy,F,252,0,0,118,134
Bren,F,13,0,0,0,13
Bren,M,224,22,53,46,103
Brena,F,232,17,46,67,102
Brenda,F,446481,209241,164502,48591,24147
Brenda,M,1523,448,511,206,358
Brendalee,F,300,26,131,56,87
Brendan,F,154,0,5,39,110
Brendan,M,25949,984,3437,6930,14598
Brenden,F,9,0,0,0,9
Brenden,M,2744,28,279,573,1864
Brendon,F,17,0,0,0,17
Brendon,M,5150,69,443,1465,3173
Brenetta,F,253,109,95,29,20
Brenna,F,6632,254,544,1647,4187
Brennan,F,328,0,0,74,254
Brennan,M,4127,80,394,934,2719
Brennen,F,21,0,0,5,16
Brennen,M,863,0,42,166,655
Brennon,M,588,6,36,155,391
Brent,F,540,40,78,210,212
Brent,M,108158,14335,27164,35380,31279
Brenten,M,255,0,6,82,167
Brentley,F,7,0,0,0,7
Brentley,M,417,19,94,135,169
Brently,M,321,0,96,98,127
Brenton,F,18,0,0,0,18
Brenton,M,6975,311,721,1608,4335
Breon,F,82,0,0,9,73
